"","V1","V2","V3","V4","V5","V6","V7","V8"
"result.1",0.497817688637798,2.829990594438,3.36733538370882,1.94213362676177,0.502379314985941,2.93649867195215,3.75649053975546,2.45288135525465
"result.2",0.497778953297496,2.82959671529579,3.36734598873926,1.94212811099903,0.502339166050728,2.93610793714237,3.7560530872649,2.28978387844733
"result.3",0.497665910364058,2.82813132715411,3.36553917341227,1.94182273821691,0.502217037163807,2.93491930373307,3.75472173425905,2.28976196422501
"result.4",0.497324845499377,2.82478849533436,3.36496045089231,1.94216235877668,0.5018537567765,2.93138315915579,3.75075551863078,2.28969661309196
"result.5",0.496227185918366,2.81548652349581,3.36372658591953,1.94241647058201,0.501001193473029,2.92334920627005,3.75486955046243,2.45464618548892
"result.6",0.493025023538007,2.79004140678491,3.3574638432829,1.94429648241937,0.498043818534854,2.89416690345835,3.71864822890926,2.92038377737958
"result.7",0.48446793879489,2.74720436240741,3.34292612008714,1.94137090533712,0.489723944341785,2.81455181257799,3.62638178190749,2.83949633308466
"result.8",0.477908360107338,2.76517288403606,3.32205224160579,1.93893422136031,0.472894139382485,2.69111587208412,3.39087014698454,2.37075457486079
"result.9",0.516928851499418,3.16512425031235,3.35583710479853,2.24892067336909,0.478674004987541,3.00655681090757,3.30701819934771,2.18320264674792
"result.10",0.690539449498012,4.71330269438783,4.63903557470158,2.41959044589473,0.74774830321958,5.18460730079886,4.68614102523811,2.51591240228037
